report_date,asset,label,symbol,amount_krw,buy_date,buy_price_krw,units,final_price_krw,final_value_krw,profit_krw,return
2025-03-06,gold,ACE KRX금현물,411060.KS,350000,2025-03-06,20254.3262,17.280258895307377,29715.0,513483,163483,0.4670939802115963
2025-03-06,silver,KODEX 은선물(H),144600.KS,200000,2025-03-06,5851.6562,34.178357623108845,12595.0,430476,230476,1.1523820713152793
2025-03-06,equity,TIGER 미국S&P500,360750.KS,450000,2025-03-06,20666.4102,21.774463808554074,27985.0,609358,159358,0.35412971040530183
2025-04-06,cash,KODEX 단기채권,153130.KS,550000,2025-04-04,110455.1094,4.979398446229641,113255.0,563942,13942,0.0253486745958873
2025-04-06,gold,ACE KRX금현물,411060.KS,350000,2025-04-04,20309.3242,17.23346361652312,29715.0,512092,162092,0.4631210610428129
2025-04-06,silver,KODEX 은선물(H),144600.KS,150000,2025-04-04,5572.5312,26.91774945183125,12595.0,339029,189029,1.2601936956387636
2025-04-06,equity,TIGER 미국S&P500,360750.KS,450000,2025-04-04,18950.7832,23.745720436809947,27985.0,664524,214524,0.47671996983139175
2025-05-06,cash,KODEX 단기채권,153130.KS,550000,2025-05-02,110743.9375,4.9664118182541594,113255.0,562471,12471,0.022674491775227068
2025-05-06,gold,ACE KRX금현물,411060.KS,300000,2025-05-02,20964.3027,14.310039489560147,29715.0,425223,125223,0.4174094114409326
2025-05-06,silver,KODEX 은선물(H),144600.KS,150000,2025-05-02,5742.0,26.12330198537095,12595.0,329023,179023,1.1934865900383143
2025-05-06,equity,TIGER 미국S&P500,360750.KS,500000,2025-05-02,19468.2871,25.68279362179859,27985.0,718733,218733,0.4374659590120671
2025-06-06,cash,KODEX 단기채권,153130.KS,550000,2025-06-05,110998.4688,4.955023309724712,113255.0,561181,11181,0.020329390805222225
2025-06-06,gold,ACE KRX금현물,411060.KS,350000,2025-06-05,20694.3125,16.912859511520374,29715.0,502566,152566,0.4359017725280796
2025-06-06,silver,KODEX 은선물(H),144600.KS,150000,2025-06-05,6065.9844,24.728055782372504,12595.0,311450,161450,1.076332417193211
2025-06-06,equity,TIGER 미국S&P500,360750.KS,450000,2025-06-05,19943.4863,22.563758040909544,27985.0,631447,181447,0.4032150417218967
2025-07-06,cash,KODEX 단기채권,153130.KS,500000,2025-07-04,111189.3984,4.496831595694368,113255.0,509289,9289,0.01857732474073126
2025-07-06,gold,ACE KRX금현물,411060.KS,350000,2025-07-04,20664.3125,16.937413233563905,29715.0,503295,153295,0.43798638352957564
